"","container.title","published.print","doi","issue","title","volume","author","issn"
"106","American Economic Journal: Applied Economics","2019-10-01","10.1257/app.11.4.i","4","Front Matter","11","NULL","1945-7790"
"107","American Economic Journal: Applied Economics","2015-10-01","10.1257/app.7.4.i","4","Front Matter","7","NULL","1945-7790"
"108","American Economic Journal: Applied Economics","2020-01-01","10.1257/app.20170482","1","Un-Fortunate Sons: Effects of the Vietnam Draft Lottery on the Next Generation’s Labor Market","12","list(given = c(""Sarena"", ""Adam""), family = c(""Goodman"", ""Isen""), sequence = c(""first"", ""additional""), affiliation.name = c(""Federal Reserve Board of Governors, 20th and C Street NW, Washington, DC 20551 (email: )"", ""Office of Tax Analysis, US Department of the Treasury, 1500 Pennsylvania Avenue NW, Washington, DC 20220 (email: )""))","1945-7790"
"109","American Economic Journal: Applied Economics","2019-10-01","10.1257/app.20180248","4","Leader Selection and Service Delivery in Community Groups: Experimental Evidence from Uganda","11","list(given = c(""Erika"", ""Miri"", ""Munshi""), family = c(""Deserranno"", ""Stryjan"", ""Sulaiman""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Kellogg School of Management, Managerial Economics and Decision Sciences Department, Northwestern University, 2211 Campus Drive, Evanston, IL 60208 (email: )"", ""Ben-Gurion University of the Negev, P.O. Box 653, Be'er Sheva 8410501, Israel (email: )"", ""BRAC Uganda, Plot No 90, Busingri Zone, Kampala, Uganda (email: )""))","1945-7790"
"110","American Economic Journal: Applied Economics","2014-04-01","10.1257/app.6.2.231","2","Human Capital and Productivity in a Team Environment: Evidence from the Healthcare Sector","6","list(given = c(""Ann P."", ""Nancy D."", ""Ciaran S."", ""Patricia W.""), family = c(""Bartel"", ""Beaulieu"", ""Phibbs"", ""Stone""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Columbia Business School and National Bureau of Economic Research (NBER), 623 Uris Hall, 3022 Broadway, New York, NY 10027 (e-mail: )"", ""(e-mail: )"", ""U.S. Department of Veterans Affairs Health Economics Resource Center and Stanford University School of Medicine, Health Economics Resource Center, Veterans Affairs Medical Center, 795 Willow Road, Menlo Park, CA 94025 (e-mail: )"", 
""Columbia University School of Nursing, 617 W. 168th St., Room 228, New York, NY 10032 (e-mail: )""))","1945-7790"
"111","American Economic Journal: Applied Economics","2021-01-01","10.1257/app.20190130","1","Going Beneath the Surface: Petroleum Pollution, Regulation, and Health","13","list(given = ""Michelle"", family = ""Marcus"", sequence = ""first"", affiliation.name = ""Department of Economics, Vanderbilt University (email: )"")","1945-7790"
"112","American Economic Journal: Applied Economics","2016-01-01","10.1257/app.8.1.i","1","Front Matter","8","NULL","1945-7790"
"113","American Economic Journal: Applied Economics","2012-04-01","10.1257/app.4.2.36","2","What Makes Firm-based Vocational Training Schemes Successful? The Role of Commitment","4","list(given = c(""Christian"", ""Uta""), family = c(""Dustmann"", ""Schönberg""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University College London, Gower Street, London WC1E 6BT, England."", ""Department of Economics, University College London, Gower Street, London WC1E 6BT, England.""))","1945-7790"
"114","American Economic Journal: Applied Economics","2011-01-01","10.1257/app.3.1.189","1","Aftershocks: The Impact of Clinic Violence on Abortion Services","3","list(given = c(""Mireille"", ""Heather""), family = c(""Jacobson"", ""Royer""), sequence = c(""first"", ""additional""), affiliation.name = c(""RAND, 1776 Main Street, Santa Monica, CA 90407-2138 and National Bureau of Economic Research."", ""University of California-Santa Barbara, 2127 North Hall University of California Santa Barbara, CA 93106 Mail Stop 9210 and National Bureau of Economic Research.""))","1945-7790"
"115","American Economic Journal: Applied Economics","2010-10-01","10.1257/app.2.4.213","4","Put Your Money Where Your Butt Is: A Commitment Contract for Smoking Cessation","2","list(given = c(""Xavier"", ""Dean"", ""Jonathan""), family = c(""Giné"", ""Karlan"", ""Zinman""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Development Economics Research Group, The World Bank, 1818 H St., NW, MC3–307, Washington, DC 20433."", ""Department of Economics, Yale University, P.O. Box 208269, New Haven, CT 06520–8269 and Innovations for Poverty Action (IPA), The Abdul Latif Jameel Poverty Action Lab (JPAL), and stickK.com."", ""Department of Economics, Dartmouth College, 314 Rockefeller Hall, Hanover, NH 03755 IPA, JPAL, and stickK.com.""
))","1945-7790"
"116","American Economic Journal: Applied Economics","2009-06-01","10.1257/app.1.3.135","3","Task Specialization, Immigration, and Wages","1","list(given = c(""Giovanni"", ""Chad""), family = c(""Peri"", ""Sparber""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of California-Davis, One Shields Avenue, Davis, CA 95616."", ""Department of Economics, Colgate University, 13 Oak Drive, Hamilton, NY, 13346.""))","1945-7790"
"117","American Economic Journal: Applied Economics","2012-10-01","10.1257/app.4.4.94","4","Can Mobile Phones Improve Learning? Evidence from a Field Experiment in Niger","4","list(given = c(""Jenny C"", ""Christopher"", ""Travis J""), family = c(""Aker"", ""Ksoll"", ""Lybbert""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics and The Fletcher School, Tufts University, 160 Packard Avenue, Medford, MA 02155."", ""Centre for the Study of African Economies (CSAE), Department of Economics, University of Oxford, Manor Road, Oxford OX1 3UQ."", ""Department of Agricultural and Resource Economics, University of California-Davis, 1 Shields Avenue, Davis, CA 95616 and Giannini Foundation of Agricultural Economics.""
))","1945-7790"
"118","American Economic Journal: Applied Economics","2016-10-01","10.1257/app.20130399","4","What Does Debt Relief Do for Development? Evidence from India's Bailout for Rural Households","8","list(given = ""Martin"", family = ""Kanz"", sequence = ""first"", affiliation.name = ""The World Bank, Development Economics Research Group, 1818 H Street NW, Washington, DC 20433 (e-mail: )"")","1945-7790"
"119","American Economic Journal: Applied Economics","2014-01-01","10.1257/app.6.1.73","1","Small Steps for Workers, a Giant Leap for Productivity","6","list(given = c(""Igal"", ""Yossi""), family = c(""Hendel"", ""Spiegel""), sequence = c(""first"", ""additional""), affiliation.name = c(""Northwestern University. Department of Economics, 2001 Sheridan Road, Evanston, IL 60208 (e-mail: )"", ""Recanati Graduate School of Business Administration, Tel Aviv University, Ramat Aviv, Tel Aviv, 69978, Israel, Centre for Economic Policy Research (CEPR), and Centre for European Economic Research (ZEW) (e-mail: )""))","1945-7790"
"120","American Economic Journal: Applied Economics","2021-10-01","10.1257/app.20190091","4","Air Pollution and Criminal Activity: Microgeographic Evidence from Chicago","13","list(given = c(""Evan"", ""Anthony"", ""Erich"", ""Soodeh""), family = c(""Herrnstadt"", ""Heyes"", ""Muehlegger"", ""Saberian""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""US Congressional Budget Office (email: )"", ""Department of Economics, University of Ottawa and University of Exeter (email: )"", ""Department of Economics, University of California-Davis and NBER (email: )"", ""Department of Economics, University of Manitoba (email: )""))","1945-7790"
"121","American Economic Journal: Applied Economics","2012-10-01","10.1257/app.4.4.226","4","Access, Sorting, and Achievement: The Short-Run Effects of Free Primary Education in Kenya","4","list(given = c(""Adrienne M"", ""Isaac M""), family = c(""Lucas"", ""Mbiti""), sequence = c(""first"", ""additional""), affiliation.name = c(""University of Delaware, 416C Purnell Hall, Newark, DE 19716."", ""Southern Methodist University and J-PAL, 3300 Dyer St. Suite 301, Dallas TX, 75275.""))","1945-7790"
"122","American Economic Journal: Applied Economics","2021-07-01","10.1257/app.20180299","3","Capital Markets in China and Britain, 1770–1860: Evidence from Grain Prices","13","list(given = c(""Wolfgang"", ""Carol H."", ""Xin""), family = c(""Keller"", ""Shiue"", ""Wang""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""University of Colorado, NBER, CEPR, and CESifo (email: )"", ""University of Colorado, NBER, CEPR, and CESifo (email: )"", ""Peking University (email: )""))","1945-7790"
"123","American Economic Journal: Applied Economics","2014-01-01","10.1257/app.6.1.38","1","Influenza Vaccination Campaigns: Is an Ounce of Prevention Worth a Pound of Cure?","6","list(given = ""Courtney J."", family = ""Ward"", sequence = ""first"", affiliation.name = ""Department of Economics, Dalhousie University, 6214 University Avenue, PO Box 15000, Halifax, NS Canada B3H 4R2 (e-mail: )"")","1945-7790"
"124","American Economic Journal: Applied Economics","2021-07-01","10.1257/app.20190516","3","Hometown Ties and the Quality of Government Monitoring: Evidence from Rotation of Chinese Auditors","13","list(given = c(""Jian"", ""Raymond"", ""Songtao"", ""Yongxiang""), family = c(""Chu"", ""Fisman"", ""Tan"", ""Wang""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""School of Business, Nanjing University, Anzhong Building (email: )"", ""Economics Department, Boston University (email: )"", ""School of Finance, Renmin University of China (email: )"", ""SFI and School of Management and Economics, The Chinese University of Hong Kong, Shenzhen, and Shanghai Advanced Institute of Finance, Shanghai Jiaotong University (email: )""
))","1945-7790"
"125","American Economic Journal: Applied Economics","2016-10-01","10.1257/app.20140533","4","Habit Formation in Voting: Evidence from Rainy Elections","8","list(given = c(""Thomas"", ""Kyle"", ""Tom""), family = c(""Fujiwara"", ""Meng"", ""Vogl""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Princeton University, 357 Wallace Hall, Princeton, NJ 08544 (e-mail: )"", ""Bren School and Department of Economics, University of California at Santa Barbara, 4416 Bren Hall, Santa Barbara, CA 93106 (e-mail: )"", ""Department of Economics and Woodrow Wilson School, Princeton University, 363 Wallace Hall, Princeton, NJ 08544 (e-mail: )""
))","1945-7790"
"126","American Economic Journal: Applied Economics","2020-04-01","10.1257/app.20190070","2","The Evolution of Work in the United States","12","list(given = c(""Enghin"", ""Phai"", ""Sebastian"", ""Daniel""), family = c(""Atalay"", ""Phongthiengtham"", ""Sotelo"", ""Tannenbaum""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Federal Reserve Bank of Philadelphia, 10 N. Independence Mall West, Philadelphia, PA 19106 (email: )"", ""IBM Corporation, 1 North Castle Drive, Armonk, NY 10504 (email: )"", ""Department of Economics, University of Michigan-Ann Arbor, 611 Tappan Avenue, Ann Arbor, MI 48109 ()"", ""Department of Economics, University of Nebraska-Lincoln, 730 N. 14th Street, Lincoln, NE 68588 (email: )""
))","1945-7790"
"127","American Economic Journal: Applied Economics","2018-07-01","10.1257/app.20160066","3","Ethnolinguistic Favoritism in African Politics","10","list(given = ""Andrew"", family = ""Dickens"", sequence = ""first"", affiliation.name = ""Department of Economics, Brock University, 1812 Sir Issac Brock Way, L2S 3A2, St. Catharines, ON, Canada (email: )"")","1945-7790"
"128","American Economic Journal: Applied Economics","2013-10-01","10.1257/app.5.4.61","4","Risk Protection, Service Use, and Health Outcomes under Colombia's Health Insurance Program for the Poor","5","list(given = c(""Grant"", ""Diana"", ""Marcos""), family = c(""Miller"", ""Pinto"", ""Vera-Hernández""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Center for Health Policy/Center for Primary Care and Outcomes Research, Stanford University, 117 Encina Commons, Stanford, CA 94305-6019, and National Bureau of Economic Research."", ""Inter-American Development Bank, 1300 New York Avenue, N.W., WA, DC 20577."", ""Department of Economics, University College London, Gordon street, London, WC1E 6BT, UK, and Institute for Fiscal Studies (IFS).""
))","1945-7790"
"129","American Economic Journal: Applied Economics","2009-01-01","10.1257/app.1.1.1","1","Educational Debt Burden and Career Choice: Evidence from a Financial Aid Experiment at NYU Law School","1","list(given = ""Erica"", family = ""Field"", sequence = ""first"", affiliation.name = ""Department of Economics, Harvard University, 206 Littauer Ctr., 1805 Cambridge St., Cambridge, MA 02138."")","1945-7790"
"130","American Economic Journal: Applied Economics","2021-04-01","10.1257/app.20180340","2","Growing Markets through Business Training for Female Entrepreneurs: A Market-Level Randomized Experiment in Kenya","13","list(given = c(""David"", ""Susana""), family = c(""McKenzie"", ""Puerto""), sequence = c(""first"", ""additional""), affiliation.name = c(""Development Research Group, World Bank, 1818 H Street NW, Washington, DC 20433 (email: )"", ""Employment Policy Department, International Labour Organization, 5 Chemin du Vieux-Pressoir, Founex, Vaud, Switzerland (email: )""))","1945-7790"
"131","American Economic Journal: Applied Economics","2020-04-01","10.1257/app.20170066","2","Flooded Cities","12","list(given = c(""Adriana"", ""Thomas K. J."", ""Guy"", ""Ferdinand""), family = c(""Kocornik-Mina"", ""McDermott"", ""Michaels"", ""Rauch""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Global Alliance for Banking on Values, Nieuweroordweg 1, PO Box 55, 3700 AB Zeist, Netherlands (email: )"", ""Cairnes School of Business and Economics, NUI Galway, Galway H91 TK33, Ireland (email: )"", ""Department of Economics, London School of Economics, London WC2A 2AE, United Kingdom and Centre for Economic Performance (email: )"", 
""Department of Economics, University of Oxford, Manor Road Building, Manor Road, Oxford OX1 4UQ, United Kingdom (email: )""))","1945-7790"
"132","American Economic Journal: Applied Economics","2012-07-01","10.1257/app.4.3.90","3","When They're Sixty-Four: Peer Effects and the Timing of Retirement","4","list(given = c(""Kristine M."", ""Ron A.""), family = c(""Brown"", ""Laschever""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics and School of Labor and Employment Relations, University of Illinois at Urbana-Champaign, 504 E. Armory Ave., Champaign, IL 61820."", ""Department of Economics and School of Labor and Employment Relations, University of Illinois at Urbana-Champaign, 504 E. Armory Ave., Champaign, IL 61820.""))","1945-7790"
"133","American Economic Journal: Applied Economics","2018-01-01","10.1257/app.20150241","1","The Price of Prejudice","10","list(given = c(""Morten Størling"", ""Jean-Robert""), family = c(""Hedegaard"", ""Tyran""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of Copenhagen, Øster Farimagsgade 5, building 26, Copenhagen, DK-1353 (email: )"", ""Department of Economics, University of Vienna, Oskar-Morgenstern-Platz 1, Vienna, A-1090, and Department of Economics, University of Copenhagen, and CEPR (London) (email: )""))","1945-7790"
"134","American Economic Journal: Applied Economics","2021-04-01","10.1257/app.20190783","2","Improving Last-Mile Service Delivery Using Phone-Based Monitoring","13","list(given = c(""Karthik"", ""Paul"", ""Sandip"", ""Jeffrey""), family = c(""Muralidharan"", ""Niehaus"", ""Sukhtankar"", ""Weaver""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""UC San Diego, JPAL, NBER, and BREAD (email: )"", ""UC San Diego, JPAL, NBER, and BREAD (email: )"", ""University of Virginia, JPAL, and BREAD (email: )"", ""University of Southern California (email: )""))","1945-7790"
"135","American Economic Journal: Applied Economics","2021-04-01","10.1257/app.20190024","2","Subways and Road Congestion","13","list(given = c(""Yizhen"", ""Chang"", ""Junfu"", ""Ben""), family = c(""Gu"", ""Jiang"", ""Zhang"", ""Zou""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Peking University HSBC Business School (email: )"", ""Maps Open Platform Department, Baidu, Inc. (email: )"", ""Department of Economics, Clark University (email: )"", ""Department of Economics, Michigan State University (email: )""))","1945-7790"
"136","American Economic Journal: Applied Economics","2019-01-01","10.1257/app.20170497","1","Labor Drops: Experimental Evidence on the Return to Additional Labor in Microenterprises","11","list(given = c(""Suresh"", ""David"", ""Christopher""), family = c(""de Mel"", ""McKenzie"", ""Woodruff""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics and Statistics, University of Peradeniya, Kandy, Sri Lanka, (email: )"", ""Development Research, The World Bank, 1818 H Street NW, Washington, DC 20433 ()"", ""Department of International Development, University of Oxford, Oxford OX1 3TB, UK, (email: )""))","1945-7790"
"137","American Economic Journal: Applied Economics","2018-07-01","10.1257/app.20160195","3","The Family Peer Effect on Mothers' Labor Supply","10","list(given = c(""Cheti"", ""Kjell G."", ""Emma""), family = c(""Nicoletti"", ""Salvanes"", ""Tominey""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of York, YO10 5DD, ISER University of Essex, and IZA (email: )"", ""Norwegian School of Economics, Helleveien 30, 5045 Bergen, Norway, CESifo, CEE, and IZA (email: )"", ""Department of Economics, University of York, YO10 5DD, HCEO, and IZA (email: )""))","1945-7790"
"138","American Economic Journal: Applied Economics","2014-07-01","10.1257/app.6.3.234","3","Effects of School Quality on Student Achievement: Discontinuity Evidence from Kenya","6","list(given = c(""Adrienne M."", ""Isaac M.""), family = c(""Lucas"", ""Mbiti""), sequence = c(""first"", ""additional""), affiliation.name = c(""University of Delaware, 419 Purnell Hall, Newark, DE 19716 (e-mail: )"", ""Southern Methodist University, 3300 Dyer St., Suite 301, Dallas, TX 75275, and J-PAL (e-mail: )""))","1945-7790"
"139","American Economic Journal: Applied Economics","2019-04-01","10.1257/app.20160350","2","Externalities and Taxation of Supplemental Insurance: A Study of Medicare and Medigap","11","list(given = c(""Marika"", ""Neale""), family = c(""Cabral"", ""Mahoney""), sequence = c(""first"", ""additional""), affiliation.name = c(""University of Texas Austin, 1 University Station BRB 1.116, C3100 Austin, TX 78712, and NBER (email: )"", ""Chicago Booth, 5807 S. Woodlawn Ave. Chicago, IL 60637, and NBER (email: )""))","1945-7790"
"140","American Economic Journal: Applied Economics","2011-07-01","10.1257/app.3.3.55","3","Financial Constraints and Inflated Home Prices during the Real Estate Boom","3","list(given = ""Itzhak"", family = ""Ben-David"", sequence = ""first"", affiliation.name = ""Finance Department, Fisher College of Business, The Ohio State University, 2100 Neil Avenue, Columbus, OH 43210."")","1945-7790"
"141","American Economic Journal: Applied Economics","2013-01-01","10.1257/app.5.1.193","1","Cognitive Abilities and Household Financial Decision Making","5","list(given = c(""Sumit"", ""Bhashkar""), family = c(""Agarwal"", ""Mazumder""), sequence = c(""first"", ""additional""), affiliation.name = c(""National University of Singapore Business School, Mochtar Raidy Building 15 Kent Ridge Drive, Singapore, 119245."", ""Federal Reserve Bank of Chicago, 230 South La Salle Street, Chicago, IL, 60604.""))","1945-7790"
"142","American Economic Journal: Applied Economics","2020-01-01","10.1257/app.20180256","1","The Long-Run Dynamics of Electricity Demand: Evidence from Municipal Aggregation","12","list(given = c(""Tatyana"", ""Alexander"", ""Julian""), family = c(""Deryugina"", ""MacKay"", ""Reif""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Gies College of Business, University of Illinois, 515 E Gregory Drive, Champaign, IL 61820, and NBER (email: )"", ""Harvard Business School, Harvard University, 15 Harvard Way, Boston, MA 02139 (email: )"", ""Gies College of Business, University of Illinois, 515 E Gregory Drive, Champaign, IL 61820, and NBER (email: )""))","1945-7790"
"143","American Economic Journal: Applied Economics","2021-01-01","10.1257/app.20180732","1","The Black-White Gap in Noncognitive Skills among Elementary School Children","13","list(given = c(""Todd"", ""Yuqing""), family = c(""Elder"", ""Zhou""), sequence = c(""first"", ""additional""), affiliation.name = c(""Michigan State University, 486 West Circle Drive, East Lansing, MI 48824 (email: )"", ""Anderson School of Management, University of California at Los Angeles, 110 Westwood Plaza, Los Angeles, CA 90095 (email: )""))","1945-7790"
"144","American Economic Journal: Applied Economics","2010-10-01","10.1257/app.2.4.128","4","Minimum Wages and Earnings Inequality in Urban Mexico","2","list(given = c(""Mariano"", ""Marco""), family = c(""Bosch"", ""Manacorda""), sequence = c(""first"", ""additional""), affiliation.name = c(""Universidad de Alicante, Departamento de Fundamentos del Análisis Económico, Campus de San Vicente del Raspeig, 03690 Alicante, Spain."", ""Queen Mary University of London, Mile End Road, E1 4NS, London, UK, Centre for Economic Policy Research, and Centre for Economic Performance (London School of Economics).""))","1945-7790"
"145","American Economic Journal: Applied Economics","2010-04-01","10.1257/app.2.2.210","2","An Empirical Analysis of the Gender Gap in Mathematics","2","list(suffix = c(""Jr."", NA), given = c(""Roland G"", ""Steven D""), family = c(""Fryer"", ""Levitt""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Harvard University, 1875 Cambridge Street, Cambridge, MA 02138 and National Bureau of Economic Research."", ""Department of Economics, University of Chicago, 1126 E. 59th Street, Chicago, IL 60637 and NBER.""))","1945-7790"
"146","American Economic Journal: Applied Economics","2021-10-01","10.1257/app.20190147","4","The Political Premium of Television Celebrity","13","list(given = ""Heyu"", family = ""Xiong"", sequence = ""first"", affiliation.name = ""Department of Economics, Case Western Reserve University (email: )"")","1945-7790"
"147","American Economic Journal: Applied Economics","2017-01-01","10.1257/app.20150059","1","Learning by Driving: Productivity Improvements by New York City Taxi Drivers","9","list(given = c(""Kareem"", ""Brian"", ""Giovanni""), family = c(""Haggag"", ""McManus"", ""Paci""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Booth School of Business, University of Chicago, 5807 South Woodlawn Avenue, Chicago, IL 60637 (e-mail: )"", ""Department of Economics, University of North Carolina, Chapel Hill, CB 3305, Chapel Hill, NC 27599 (e-mail: )"", ""Institute for the Interdisciplinary Study of Decision Making, New York University, 4 Washington Place, New York, NY 10003 (e-mail: )""
))","1945-7790"
"148","American Economic Journal: Applied Economics","2020-10-01","10.1257/app.20180518","4","The Elasticity of Science","12","list(given = ""Kyle"", family = ""Myers"", sequence = ""first"", affiliation.name = ""Harvard Business School, Soldiers Field, Boston, MA 02163 (email: )"")","1945-7790"
"149","American Economic Journal: Applied Economics","2015-10-01","10.1257/app.20140062","4","The Effect of Access to College Assessments on Enrollment and Attainment","7","list(given = ""George"", family = ""Bulman"", sequence = ""first"", affiliation.name = ""University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95064, (e-mail: )."")","1945-7790"
"150","American Economic Journal: Applied Economics","2012-01-01","10.1257/app.4.1.49","1","An Empirical Investigation of the Option Value of College Enrollment","4","list(given = ""Kevin M"", family = ""Stange"", sequence = ""first"", affiliation.name = ""Ford School of Public Policy, University of Michigan, 735 S. State Street #5236, Ann Arbor, MI, 48109-3091."")","1945-7790"
"151","American Economic Journal: Applied Economics","2014-04-01","10.1257/app.6.2.195","2","Testing Paternalism: Cash versus In-Kind Transfers","6","list(given = ""Jesse M."", family = ""Cunha"", sequence = ""first"", affiliation.name = ""Graduate School of Business and Public Policy, Naval Postgraduate School, 555 Dyer Road, Monterey, CA 93943 (e-mail: )"")","1945-7790"
"152","American Economic Journal: Applied Economics","2019-07-01","10.1257/app.20180100","3","ProPelled: The Effects of Grants on Graduation, Earnings, and Welfare","11","list(given = c(""Jeffrey T."", ""Benjamin M."", ""Lesley J.""), family = c(""Denning"", ""Marx"", ""Turner""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Brigham Young University, 435N CTB, Provo, UT 84602, and IZA (email: )"", ""Department of Economics, University of Illinois at Urbana-Champaign, 214 David Kinley Hall, 1407 W. Gregory, Urbana, IL 61801, MC-707 (email: )"", ""Department of Economics, University of Maryland, 3114 Tydings Hall, College Park, MD 20742, NBER, and CESifo (email: )""
))","1945-7790"
"153","American Economic Journal: Applied Economics","2020-04-01","10.1257/app.20180474","2","Energy Cost Pass-Through in US Manufacturing: Estimates and Implications for Carbon Taxes","12","list(given = c(""Sharat"", ""Joseph S."", ""Reed""), family = c(""Ganapati"", ""Shapiro"", ""Walker""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Walsh School of Foreign Service, Georgetown University, 37th St NW & O St NW, Washington, DC 20057 (email: )"", ""University of California, Berkeley, 714 University Hall #3310, Berkeley, CA 94720, and NBER (email: )"", ""University of California, Berkeley, Berkeley, CA 94720, and NBER (email: )""))","1945-7790"
"154","American Economic Journal: Applied Economics","2016-10-01","10.1257/app.20150405","4","The Long-Run Effects of Labor Migration on Human Capital Formation in Communities of Origin","8","list(given = c(""Taryn"", ""Martine""), family = c(""Dinkelman"", ""Mariotti""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Dartmouth College, H. Box 6106, Hanover, NH 03755, National Bureau of Economic Research (NBER), the Bureau for Research and Economic Analysis of Development (BREAD), and the Institute for the Study of Labor (IZA) (e-mail: )"", ""Research School of Economics, Australian National University, H. W. Arndt Building 25a, Canberra 0200, Australia, and Stellenbosch University (e-mail: )""
))","1945-7790"
"155","American Economic Journal: Applied Economics","2011-10-01","10.1257/app.3.4.1","4","Informal Taxation","3","list(given = c(""Benjamin A"", ""Monica""), family = c(""Olken"", ""Singhal""), sequence = c(""first"", ""additional""), affiliation.name = c(""MIT and NBER, 50 Memorial Drive Building E52, Room 252A, Cambridge, MA 02142."", ""Harvard Kennedy School and NBER, 79 John F. Kennedy Street, Cambridge, MA 02138.""))","1945-7790"
"156","American Economic Journal: Applied Economics","2015-04-01","10.1257/app.20120337","2","The Role of Connections in Academic Promotions","7","list(given = c(""Natalia"", ""Manuel""), family = c(""Zinovyeva"", ""Bagues""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, School of Business, Aalto University, Box 21240 FI-00076 AALTO (e-mail: )"", ""Department of Economics, School of Business, Aalto University, Box 21240 FI-00076 AALTO (e-mail: )""))","1945-7790"
"157","American Economic Journal: Applied Economics","2013-10-01","10.1257/app.5.4.111","4","Employment, Wages, and Voter Turnout","5","list(given = c(""Kerwin Kofi"", ""Melvin""), family = c(""Charles"", ""Stephens""), sequence = c(""first"", ""additional""), affiliation.name = c(""Harris School of Public Policy, University of Chicago, 1155 East Sixtieth St., Chicago, IL 60637, and National Bureau of Economic Research (NBER)."", ""Department of Economics, University of Michigan, 341 Lorch Hall, 611 Tappan St., Ann Arbor, MI, 48109, and National Bureau of Economic Research (NBER).""), suffix = c(NA, ""Jr.""))","1945-7790"
"158","American Economic Journal: Applied Economics","2011-01-01","10.1257/app.3.1.224","1","Was There Really a Hawthorne Effect at the Hawthorne Plant? An Analysis of the Original Illumination Experiments","3","list(given = c(""Steven D"", ""John A""), family = c(""Levitt"", ""List""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of Chicago, 1126 E. 59th St., Chicago, IL 60637, and National Bureau of Economic Research."", ""Department of Economics, University of Chicago, 1126 E. 59th St., Chicago, IL 60637, and National Bureau of Economic Research.""))","1945-7790"
"159","American Economic Journal: Applied Economics","2017-10-01","10.1257/app.20150540","4","Persuasion: A Case Study of Papal Influences on Fertility-Related Beliefs and Behavior","9","list(given = c(""Vittorio"", ""Imran""), family = c(""Bassi"", ""Rasul""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of Southern California, 3620 South Vermont Avenue, Kaprielian Hall, Los Angeles, CA 90089 (email: )"", ""Department of Economics, University College London, Drayton House, 30 Gordon Street, London WC1H 0AX, United Kingdom, and Institute for Fiscal Studies (email: )""))","1945-7790"
"160","American Economic Journal: Applied Economics","2010-07-01","10.1257/app.2.3.129","3","Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources","2","list(given = c(""John"", ""Michael F"", ""Sarah""), family = c(""Bound"", ""Lovenheim"", ""Turner""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""University of Michigan Department of Economics, 611 Tappan Street, 318 Lorch Hall, Ann Arbor, MI 48109-1220 and National Bureau of Economic Research."", ""Cornell University Department of Policy Analysis and Management, 103 Martha Van Rensselaer Hall, Ithaca, NY 14853."", ""University of Virginia Department of Economics, Monroe Hall, McCormick Road, Charlottesville, VA 22904 and National Bureau of Economic Research.""
))","1945-7790"
"161","American Economic Journal: Applied Economics","2017-01-01","10.1257/app.20150509","1","Tax Me, but Spend Wisely? Sources of Public Finance and Government Accountability","9","list(given = ""Lucie"", family = ""Gadenne"", sequence = ""first"", affiliation.name = ""Warwick University, Coventry, UK, and IFS, London, UK (e-mail: )"")","1945-7790"
"162","American Economic Journal: Applied Economics","2018-10-01","10.1257/app.20160232","4","Diabetes and Diet: Purchasing Behavior Change in Response to Health Information","10","list(given = ""Emily"", family = ""Oster"", sequence = ""first"", affiliation.name = ""Economics Department, Brown University, 64 Waterman Street, Providence RI 02906, and NBER (email: )"")","1945-7790"
